x1,x2,True_Class,PT_Cluster,FHE_Cluster,Heap_Position
0.8788,-0.8488,0,0,146,38
0.3827,0.2949,1,1,200,85
1.5109,-0.516,0,0,146,5
-0.5688,-0.1064,0,0,146,137
-0.4967,0.8837,1,1,200,149
-0.529,-0.1715,0,0,146,133
1.3354,-0.1525,0,0,146,24
-1.6271,-0.0011,1,1,200,190
-0.5317,0.6871,1,1,200,148
-0.6292,0.0013,0,0,146,144
-1.4336,-0.0311,1,1,200,170
-1.5858,-0.2182,1,1,200,181
-1.3788,0.2954,1,1,200,172
-0.3562,-0.4567,0,0,146,113
-0.105,0.5741,1,1,200,115
0.1374,-0.5771,0,0,146,86
-0.0089,0.5899,1,1,200,108
-0.2489,-0.2599,0,0,146,109
0.9386,-0.6168,0,0,146,39
-1.7169,0.085,1,1,200,199
1.2001,-0.7713,0,0,146,21
-0.4383,0.6331,1,1,200,142
1.5478,0.0434,0,0,146,13
-1.6308,0.1918,1,1,200,196
1.5605,-0.1015,0,0,146,11
0.0389,0.6775,1,1,200,106
1.575,-0.4618,0,0,146,3
-0.0864,0.6531,1,1,200,116
-1.583,0.1054,1,1,200,189
0.3709,-0.6704,0,0,146,65
-0.6616,0.6161,1,1,200,150
0.199,-0.6128,0,0,146,80
-1.117,0.4564,1,1,200,160
-1.1575,0.6528,1,1,200,162
-1.424,0.6449,1,1,200,187
