x1,x2,True_Class,PT_Cluster,FHE_Cluster,Heap_Position
3.2221,0.9974,1,200,151,152
3.0551,0.6036,1,200,151,79
3.4397,0.5148,1,200,151,48
2.7426,0.6031,1,200,151,85
0.2584,0.3956,1,200,151,128
1.7079,0.2091,1,200,151,41
3.1109,0.8192,1,200,151,117
2.1991,0.8124,1,200,151,147
1.7849,0.3876,1,200,151,74
1.8863,0.6845,1,200,151,134
2.8868,0.9428,1,200,151,151
2.7774,0.7066,1,200,151,104
1.4635,0.4916,1,200,151,102
2.0733,0.9166,1,200,151,168
3.7282,0.9540,1,200,151,126
0.0787,0.2635,1,200,151,99
1.3735,0.6218,1,200,151,137
0.6989,0.4824,1,200,151,130
0.4489,0.0986,1,200,151,59
0.7356,0.1197,1,200,151,56
2.7242,0.5807,1,200,151,82
1.6354,0.5333,1,200,151,110
1.2884,0.8471,1,200,151,176
1.1853,0.5436,1,200,151,127
0.4523,0.7093,1,200,151,175
1.0210,0.5834,1,200,151,139
3.4657,0.5250,1,200,151,49
2.5327,0.9595,1,200,151,164
0.9860,0.0083,1,200,151,32
2.7503,0.6204,1,200,151,89
2.5779,0.2460,1,200,151,27
3.0367,0.9309,1,200,151,144
1.5646,0.9550,1,200,151,186
1.5185,0.9784,1,200,151,189
3.1423,0.4348,1,200,151,39
1.4832,0.1857,1,200,151,44
1.2935,0.8978,1,200,151,185
3.1765,0.0474,1,200,151,2
0.3987,0.1660,1,200,151,75
1.7170,0.1112,1,200,151,28
2.7772,0.0267,1,200,151,4
2.7024,0.5104,1,200,151,71
1.8078,0.7626,1,200,151,150
2.8826,0.5145,1,200,151,66
3.2997,0.2311,1,200,151,13
0.7257,0.5858,1,200,151,149
2.9270,0.2445,1,200,151,20
1.4349,0.4890,1,200,151,103
3.6120,0.6220,1,200,151,63
1.2580,0.2423,1,200,151,64
1.2866,0.5680,1,200,151,129
0.6895,0.7605,1,200,151,177
0.5981,0.2799,1,200,151,91
3.4995,0.1536,1,200,151,5
3.0937,0.1587,1,200,151,9
1.4313,0.5686,1,200,151,124
0.4604,0.2952,1,200,151,97
0.8842,0.5133,1,200,151,131
3.2750,0.4322,1,200,151,35
1.1648,0.6292,1,200,151,145
0.0392,0.0528,1,200,151,65
2.4127,0.5124,1,200,151,81
0.8336,0.3253,1,200,151,92
0.7253,3.9656,2,300,351,358
0.5731,2.9230,2,300,351,333
1.1778,2.5659,2,300,351,303
0.6616,3.9737,2,300,351,359
0.6522,2.2530,2,300,351,277
0.8122,3.2607,2,300,351,338
0.6529,1.6931,2,300,351,218
0.9631,4.9585,2,300,351,390
1.3286,3.5668,2,300,351,344
1.4967,5.2723,2,300,351,395
1.1527,3.5433,2,300,351,345
1.3699,2.3806,2,300,351,279
1.4939,4.2471,2,300,351,365
1.3455,5.2783,2,300,351,396
0.8197,4.6162,2,300,351,379
1.1078,4.1536,2,300,351,363
1.2833,4.3211,2,300,351,368
0.7488,1.6191,2,300,351,212
0.8219,4.8523,2,300,351,384
0.9080,3.1631,2,300,351,336
1.0610,1.9632,2,300,351,236
1.2053,4.3216,2,300,351,369
1.4779,5.0395,2,300,351,388
1.0979,2.9539,2,300,351,331
0.9386,3.0130,2,300,351,335
0.7803,5.2355,2,300,351,397
0.9033,4.8144,2,300,351,383
0.5591,3.5718,2,300,351,348
1.1736,2.0444,2,300,351,245
1.3473,5.2340,2,300,351,393
1.2887,2.6831,2,300,351,311
1.3766,2.0914,2,300,351,247
0.8923,3.8106,2,300,351,351
0.7035,3.9562,2,300,351,356
1.1422,4.9721,2,300,351,387
1.0018,4.2171,2,300,351,366
0.7778,4.4936,2,300,351,376
0.6527,4.8369,2,300,351,385
0.7212,2.7981,2,300,351,325
0.9675,5.3672,2,300,351,398
1.3347,2.5974,2,300,351,304
1.3688,1.7700,2,300,351,216
0.7763,4.2343,2,300,351,367
0.7469,4.6670,2,300,351,381
1.4115,4.0748,2,300,351,357
0.7406,4.3900,2,300,351,372
1.1842,3.0311,2,300,351,334
1.4527,4.1774,2,300,351,362
1.3419,4.6794,2,300,351,378
0.7598,3.9969,2,300,351,360
1.2739,1.5342,2,300,351,202
0.8919,5.1658,2,300,351,394
1.0117,3.9994,2,300,351,355
1.0545,2.5040,2,300,351,301
1.0219,4.4370,2,300,351,373
1.2491,3.3612,2,300,351,340
0.5969,2.3244,2,300,351,288
0.6418,4.3915,2,300,351,374
1.0412,1.8634,2,300,351,227
1.2210,4.4471,2,300,351,371
0.8503,2.0607,2,300,351,251
1.3121,1.5864,2,300,351,203
0.7074,3.3898,2,300,351,343
1.0190,4.5085,2,300,351,375
0.7831,2.7600,2,300,351,323
0.7404,1.6567,2,300,351,215
0.5208,1.7222,2,300,351,223
1.3817,1.9035,2,300,351,226
0.6587,2.4186,2,300,351,300
0.6114,1.7200,2,300,351,221
1.0994,3.2060,2,300,351,337
1.3611,4.8291,2,300,351,382
0.8763,2.3892,2,300,351,291
0.6907,5.0119,2,300,351,392
0.7014,3.8632,2,300,351,354
1.2531,4.6505,2,300,351,377
1.0572,3.8621,2,300,351,353
1.2412,1.7000,2,300,351,213
0.8406,4.9377,2,300,351,389
0.5198,2.8164,2,300,351,329
1.2352,3.8696,2,300,351,352
0.5845,1.9225,2,300,351,242
1.4184,1.7100,2,300,351,210
1.3705,3.7401,2,300,351,349
0.9661,4.6850,2,300,351,380
0.7481,4.1032,2,300,351,364
0.5331,2.0282,2,300,351,252
0.8130,4.8710,2,300,351,386
1.3806,5.0439,2,300,351,391
1.0389,5.3858,2,300,351,399
1.1750,4.0710,2,300,351,361
1.4829,3.6790,2,300,351,347
0.7956,4.2576,2,300,351,370
0.5509,1.6876,2,300,351,219
0.5979,3.5066,2,300,351,346
1.2192,3.4569,2,300,351,342
1.4228,3.8276,2,300,351,350
1.2654,1.9350,2,300,351,232
1.1395,2.1531,2,300,351,257
0.6685,3.3310,2,300,351,341
3.8415,2.7124,3,400,284,274
3.2659,3.3538,3,400,284,332
2.4200,2.6417,3,400,284,292
3.1319,2.5927,3,400,284,273
1.9193,3.0152,3,400,284,327
3.6540,2.4946,3,400,284,250
3.2145,1.9667,3,400,284,207
2.7811,2.2775,3,400,284,241
2.4030,2.8022,3,400,284,307
3.1821,2.1353,3,400,284,220
3.1986,3.0487,3,400,284,316
2.5059,2.5982,3,400,284,282
2.9836,2.5475,3,400,284,269
2.7006,2.6539,3,400,284,285
2.5077,2.4719,3,400,284,271
2.8780,2.2687,3,400,284,237
2.5689,2.6877,3,400,284,294
2.6939,3.0199,3,400,284,319
3.5278,3.1539,3,400,284,318
3.2037,2.2189,3,400,284,229
2.7780,2.8229,3,400,284,302
3.7830,2.0890,3,400,284,209
3.3042,3.0178,3,400,284,313
3.9776,2.5060,3,400,284,246
3.2637,2.5875,3,400,284,266
3.0459,3.1853,3,400,284,326
2.8800,1.6685,3,400,284,200
3.2336,2.5452,3,400,284,259
4.2295,2.0654,3,400,284,204
2.3796,1.8767,3,400,284,211
3.1629,2.7550,3,400,284,290
2.4288,2.3382,3,400,284,253
3.5413,2.3387,3,400,284,234
2.6384,2.5336,3,400,284,276
2.7833,2.3259,3,400,284,248
3.1860,2.2750,3,400,284,233
2.0278,2.8512,3,400,284,315
2.1918,2.1741,3,400,284,239
2.6811,2.3967,3,400,284,256
2.9876,2.6973,3,400,284,284
2.7837,2.1789,3,400,284,231
2.7264,2.4967,3,400,284,264
3.2360,2.7510,3,400,284,287
3.1044,2.5618,3,400,284,267
2.3932,3.5323,3,400,284,339
2.5971,1.9775,3,400,284,217
2.8786,2.9094,3,400,284,310
3.3268,2.8111,3,400,284,295
3.1965,2.1664,3,400,284,224
2.6530,2.2653,3,400,284,243
2.8557,2.5263,3,400,284,268
3.0321,2.4951,3,400,284,258
2.7003,2.4692,3,400,284,261
3.7168,1.8766,3,400,284,201
2.5147,3.1810,3,400,284,330
3.0242,2.3124,3,400,284,240
3.1570,2.5378,3,400,284,260
2.7562,2.6148,3,400,284,280
2.7426,2.8677,3,400,284,308
2.5922,2.7041,3,400,284,297
2.6262,2.5982,3,400,284,281
2.5086,1.9398,3,400,284,214
3.0998,2.8878,3,400,284,305
3.2830,3.1375,3,400,284,321
3.2375,1.9248,3,400,284,206
3.1049,1.8863,3,400,284,205
2.5029,2.4701,3,400,284,270
3.6196,2.5326,3,400,284,254
3.1547,2.1627,3,400,284,225
2.8900,2.2741,3,400,284,238
2.6695,2.4887,3,400,284,265
3.3917,2.0025,3,400,284,208
3.0417,2.7932,3,400,284,299
2.9489,2.5238,3,400,284,263
2.9750,2.5597,3,400,284,272
2.8514,3.1383,3,400,284,324
3.0416,2.1891,3,400,284,228
3.2787,3.1201,3,400,284,320
3.1547,2.9220,3,400,284,306
2.9935,2.4333,3,400,284,255
2.4523,2.6258,3,400,284,289
2.8332,3.0678,3,400,284,322
2.9725,2.6309,3,400,284,278
2.8823,2.6903,3,400,284,286
2.8109,2.6595,3,400,284,283
2.2869,2.4709,3,400,284,275
2.8958,3.0259,3,400,284,317
2.3957,2.8913,3,400,284,314
2.8732,3.1888,3,400,284,328
2.6786,2.3351,3,400,284,249
2.7677,2.7261,3,400,284,296
2.2886,2.7959,3,400,284,309
3.3752,2.5881,3,400,284,262
3.3667,3.0251,3,400,284,312
2.8496,2.7517,3,400,284,298
2.6361,2.0568,3,400,284,222
2.9383,2.3212,3,400,284,244
3.0809,2.2096,3,400,284,230
2.4045,2.6416,3,400,284,293
3.2487,2.2973,3,400,284,235
